"batch_size","best_epoch","dropout","dropout_lstm","english_lstm","epochs","german_lstm","layers","learning_rate","val_mae","val_mean_squared_error","val_pearsonr","val_rmse"
"32","4","0.41000000000000003","0.29","32","250","512","[256]","0.000276","0.5248319506645203","0.7445797920227051","0.10667312890291214","0.862890362739563"
"128","6","0.3","0.2","32","250","128","[512, 1024]","0.000112","0.5458626747131348","0.774167537689209","0.14599893987178802","0.8798679113388062"
"512","26","0.25","0.48","32","250","512","[128, 1024, 512, 256]","2.4e-05","0.5671848058700562","0.8565474152565002","0.1646941900253296","0.9254984855651855"
"512","5","0.43","0.29","32","250","256","[1024]","0.0009029999999999999","0.5439180731773376","0.8735324144363403","0.17683850228786469","0.9346295595169067"
"64","2","0.07","0.14","128","250","128","[64, 1024, 512, 128]","0.00045799999999999997","0.5356322526931763","0.7570931315422058","0.12919287383556366","0.8701109886169434"
"512","26","0.03","0.0","64","250","64","[1024, 128, 512, 256]","2.9999999999999997e-05","0.5602456331253052","0.8471667766571045","0.19970500469207764","0.9204166531562805"
"32","4","0.33","0.29","64","250","64","[256, 128]","0.00094","0.5329081416130066","0.7475315928459167","0.13390925526618958","0.8645991086959839"
"512","9","0.21","0.13","256","250","256","[128, 1024, 64, 256]","0.0005189999999999999","0.5545593500137329","0.8526545763015747","0.21003457903862","0.9233929514884949"
"512","7","0.16","0.28","128","250","512","[512]","0.000514","0.5789688229560852","0.8496098518371582","0.17816628515720367","0.921742856502533"
"128","3","0.34","0.36","32","250","256","[256, 512]","0.0006879999999999999","0.5454270243644714","0.7725266814231873","0.16399513185024261","0.8789349794387817"
"32","2","0.13","0.0","32","250","256","[128]","0.000829","0.5338825583457947","0.7384950518608093","0.11898597329854965","0.8593573570251465"
"32","13","0.43","0.41000000000000003","128","250","64","[1024, 256, 64]","0.000347","0.5364368557929993","0.7379174828529358","0.15689371526241302","0.8590212464332581"
"32","5","0.37","0.36","64","250","32","[128, 512]","0.000548","0.5323774218559265","0.7462478876113892","0.11170732229948044","0.8638563752174377"
"128","3","0.27","0.25","256","250","64","[512]","0.0006789999999999999","0.5442136526107788","0.7726951241493225","0.1560397446155548","0.8790307641029358"
"256","6","0.26","0.11","128","250","256","[1024, 512, 128, 64]","0.000473","0.5066556930541992","0.723476231098175","0.186085507273674","0.8505740761756897"
"128","6","0.48","0.15","256","250","256","[256, 64, 512]","0.000508","0.5318193435668945","0.7813917398452759","0.14839398860931396","0.8839636445045471"
"512","10","0.24","0.43","256","250","512","[1024, 256, 64]","7.9e-05","0.5580700039863586","0.8567526340484619","0.18374782800674438","0.9256093502044678"
"64","2","0.25","0.07","64","250","512","[1024]","0.0006399999999999999","0.5476029515266418","0.7591907978057861","0.12128794193267822","0.8713155388832092"
"256","8","0.4","0.05","64","250","32","[64, 1024, 256]","0.000775","0.5335885882377625","0.7207244038581848","0.15592534840106964","0.8489549160003662"
"64","8","0.39","0.24","64","250","128","[1024, 512, 64, 256]","0.000261","0.5264543294906616","0.7580130696296692","0.11246652156114578","0.870639443397522"
"512","10","0.0","0.46","512","250","256","[64, 128]","0.00039999999999999996","0.5630847811698914","0.8642492294311523","0.1465403288602829","0.929650068283081"
"128","46","0.14","0.18","32","250","128","[256]","1.6e-05","0.5296952724456787","0.7787651419639587","0.1413763016462326","0.8824766874313354"
"64","2","0.17","0.44","32","250","256","[128]","0.000633","0.5342228412628174","0.7460727691650391","0.15245240926742554","0.8637550473213196"
"256","106","0.49","0.14","32","250","32","[128, 512, 1024, 256]","4.9999999999999996e-05","0.5052655339241028","0.7093300223350525","0.2156461477279663","0.8422173261642456"
"32","15","0.29","0.41000000000000003","512","250","64","[128, 1024]","0.000735","0.512872040271759","0.7503921389579773","0.054586950689554214","0.8662517666816711"
"256","6","0.2","0.16","512","250","32","[1024, 512, 64]","0.000739","0.5623436570167542","0.7404131889343262","0.13427287340164185","0.8604726791381836"
"64","2","0.14","0.41000000000000003","256","250","128","[1024, 256, 512, 64]","0.0007559999999999999","0.547762930393219","0.7631556391716003","0.1476137489080429","0.8735877871513367"
"256","13","0.41000000000000003","0.26","128","250","64","[512, 128, 1024, 64]","0.000314","0.5144055485725403","0.7149019241333008","0.19833706319332123","0.8455187082290649"
"256","9","0.24","0.43","64","250","128","[64, 128, 1024]","0.0009689999999999999","0.5360413789749146","0.7337777018547058","0.08076190948486328","0.8566082715988159"
"128","6","0.15","0.29","32","250","32","[256]","0.000336","0.5449520349502563","0.773299515247345","0.1464686393737793","0.8793745040893555"
"64","14","0.44","0.03","128","250","256","[1024, 256, 128, 512]","0.0007949999999999999","0.5212573409080505","0.756598711013794","0.13002075254917145","0.8698268532752991"
"256","15","0.35000000000000003","0.09","512","250","32","[128, 512, 256, 64]","0.000305","0.5242407321929932","0.7202202677726746","0.14592333137989044","0.8486579060554504"
"32","2","0.35000000000000003","0.25","32","250","64","[256]","0.000752","0.5187849402427673","0.7377875447273254","0.1275566816329956","0.8589456081390381"
"64","2","0.1","0.39","64","250","256","[1024, 512]","0.000259","0.5378869771957397","0.7538770437240601","0.1227046474814415","0.86826092004776"
"128","2","0.04","0.32","128","250","512","[128, 64, 512]","0.0007959999999999999","0.5272498726844788","0.7742097973823547","0.16411016881465912","0.8798919320106506"
"128","7","0.08","0.44","512","250","32","[256, 128, 64]","0.000359","0.5472274422645569","0.7872556447982788","0.15052416920661926","0.8872742652893066"
"512","14","0.45","0.34","128","250","256","[256, 128, 64, 512]","0.0009","0.5521631240844727","0.862223744392395","0.22375907003879547","0.9285600185394287"
"512","5","0.11","0.26","256","250","512","[512, 128]","0.00047799999999999996","0.5514038801193237","0.8728958368301392","0.15468205511569977","0.9342889189720154"
"128","8","0.0","0.45","32","250","512","[512, 128, 1024]","0.000793","0.5338371992111206","0.781045138835907","0.11897356063127518","0.8837676048278809"
"256","14","0.18","0.36","512","250","512","[512, 128, 256, 1024]","0.000923","0.6050164699554443","0.7549074292182922","0.1709107756614685","0.8688541054725647"
"256","3","0.15","0.49","32","250","32","[1024, 256]","0.000326","0.5146302580833435","0.7188155055046082","0.17702102661132812","0.8478298783302307"
"128","2","0.04","0.06","128","250","64","[512, 1024]","0.0006569999999999999","0.5344752073287964","0.7788941264152527","0.13730907440185547","0.8825497627258301"
"64","11","0.33","0.18","64","250","64","[1024, 256, 64]","7.8e-05","0.528296172618866","0.7447659969329834","0.1544499546289444","0.8629982471466064"
"512","8","0.12","0.45","512","250","64","[1024]","0.00017999999999999998","0.5474209785461426","0.8579300045967102","0.202726811170578","0.9262450933456421"
"128","19","0.22","0.49","64","250","256","[1024, 64]","0.000806","0.5429715514183044","0.7883184552192688","0.14779259264469147","0.8878729939460754"
"128","3","0.27","0.19","64","250","512","[128, 1024]","0.000571","0.5263437628746033","0.7818011045455933","0.14038588106632233","0.8841951489448547"
"256","12","0.34","0.14","32","250","64","[128, 512, 64, 256]","0.000294","0.5025647282600403","0.7209845185279846","0.1956714242696762","0.849108099937439"
"512","17","0.16","0.06","512","250","512","[1024, 64, 128]","0.0007859999999999999","0.5599925518035889","0.8679444789886475","0.12786737084388733","0.9316353797912598"
"64","23","0.28","0.06","512","250","64","[1024]","8e-06","0.528392493724823","0.745167076587677","0.1569632589817047","0.8632305860519409"
"256","3","0.07","0.29","512","250","512","[1024, 256, 512, 64]","0.000408","0.5285081267356873","0.7183738350868225","0.15146882832050323","0.8475693464279175"
"64","3","0.33","0.09","128","250","64","[512, 1024]","0.000514","0.5488746166229248","0.7477289438247681","0.14856663346290588","0.864713191986084"
"32","3","0.48","0.32","256","250","256","[512, 128]","0.000825","0.5150172114372253","0.739091157913208","0.13863706588745117","0.8597041368484497"
"64","10","0.41000000000000003","0.38","32","250","256","[512, 256, 64, 128]","0.000338","0.5220825672149658","0.743959367275238","0.18553093075752258","0.8625307679176331"
"64","2","0.07","0.01","32","250","32","[1024, 256, 512, 64]","0.00040899999999999997","0.5345547795295715","0.7480632066726685","0.14786477386951447","0.8649064898490906"
"512","5","0.36","0.47000000000000003","256","250","32","[1024]","0.0005369999999999999","0.5465623736381531","0.8737318515777588","0.1484123021364212","0.9347362518310547"
"256","6","0.47000000000000003","0.4","64","250","64","[128, 512]","0.000977","0.5301997065544128","0.7217093110084534","0.16347025334835052","0.8495347499847412"
"32","4","0.27","0.27","128","250","64","[256, 64]","0.000554","0.5339287519454956","0.7387211918830872","0.1240941509604454","0.8594889044761658"
"32","8","0.05","0.13","64","250","64","[512, 128, 256, 1024]","0.000594","0.5379995107650757","0.7539601922035217","0.05317762866616249","0.8683087825775146"
"64","32","0.37","0.37","64","250","512","[512, 256, 64]","0.000502","0.5216141939163208","0.744966447353363","0.1861676424741745","0.8631144165992737"
"128","3","0.04","0.2","256","250","64","[128, 512, 64, 256]","0.00044199999999999996","0.5599806308746338","0.7794789671897888","0.13433054089546204","0.8828810453414917"
"64","2","0.23","0.09","64","250","512","[1024, 64]","0.000489","0.5321117639541626","0.7459610104560852","0.15246152877807617","0.8636903166770935"
"128","4","0.27","0.27","256","250","256","[64, 256]","0.0007769999999999999","0.5373877286911011","0.7840407490730286","0.10066892206668854","0.8854607343673706"
"512","7","0.06","0.36","128","250","32","[1024, 64, 128, 256]","0.000287","0.5566262006759644","0.8778099417686462","0.11386395990848541","0.9369150996208191"
"64","9","0.44","0.4","512","250","256","[256, 64, 1024, 128]","0.000397","0.524100124835968","0.7470679879188538","0.17499610781669617","0.8643309473991394"
"512","14","0.21","0.23","32","250","256","[64, 512, 256, 128]","0.000317","0.5479999780654907","0.8467211723327637","0.25542956590652466","0.9201745390892029"
"32","4","0.25","0.24","128","250","512","[256, 512, 128, 64]","0.000609","0.5227203369140625","0.733119785785675","0.1423313319683075","0.8562241196632385"
"32","7","0.4","0.12","64","250","256","[128, 64, 256]","0.000254","0.5209648609161377","0.7330012917518616","0.15338784456253052","0.8561549186706543"
"128","14","0.24","0.48","64","250","64","[64]","0.000193","0.5451765656471252","0.7695350646972656","0.16748790442943573","0.8772314786911011"
"256","8","0.1","0.29","256","250","512","[64, 512, 128, 1024]","0.000303","0.5102508068084717","0.7230924963951111","0.15483109652996063","0.8503484725952148"
"128","2","0.46","0.05","512","250","256","[1024]","0.000781","0.5272126793861389","0.774280846118927","0.16233161091804504","0.8799322843551636"
"256","9","0.11","0.43","64","250","512","[1024, 512, 256]","0.00011999999999999999","0.529423713684082","0.7228805422782898","0.14917267858982086","0.8502238392829895"
"256","17","0.4","0.12","32","250","512","[128, 64, 512, 1024]","9.2e-05","0.5051658749580383","0.7164814472198486","0.20356087386608124","0.8464522957801819"
"64","2","0.17","0.0","128","250","512","[1024]","0.000144","0.5340619683265686","0.7471454739570618","0.1435423046350479","0.8643757700920105"
"512","9","0.01","0.24","128","250","64","[1024, 64, 128]","0.000185","0.5530734062194824","0.8550122976303101","0.20662827789783478","0.9246687293052673"
"512","9","0.38","0.07","128","250","64","[128, 64, 256, 1024]","0.000923","0.5570607781410217","0.854877233505249","0.24706114828586578","0.9245957136154175"
"512","24","0.45","0.37","32","250","512","[512]","0.000185","0.5672593116760254","0.878158450126648","0.13377952575683594","0.9371010661125183"
"32","8","0.32","0.13","32","250","256","[512, 64]","9.099999999999999e-05","0.5308998227119446","0.7288193702697754","0.15730945765972137","0.8537091612815857"
"32","1","0.0","0.42","512","250","512","[128, 256, 512]","0.0009379999999999999","0.5196370482444763","0.7505953311920166","nan","0.8663690686225891"
"256","4","0.45","0.39","32","250","512","[256]","0.000406","0.5324060320854187","0.7147979140281677","0.17603181302547455","0.8454571962356567"
"512","17","0.3","0.07","512","250","32","[512, 128, 256, 1024]","8.099999999999999e-05","0.5561537742614746","0.8643319010734558","0.14484311640262604","0.9296945333480835"
"256","5","0.04","0.42","64","250","512","[1024, 128]","0.000252","0.5396239161491394","0.7207169532775879","0.14717824757099152","0.8489505052566528"
"32","37","0.1","0.31","64","250","128","[128, 512, 1024]","4.9999999999999996e-06","0.5251439213752747","0.7355716228485107","0.11732961237430573","0.8576547503471375"
"128","1","0.15","0.08","128","250","128","[1024]","0.0008749999999999999","0.5467248558998108","0.7800698280334473","0.11687003821134567","0.883215606212616"
"32","16","0.32","0.36","256","250","64","[128, 1024, 512, 64]","0.000959","0.5289767384529114","0.7907354235649109","0.08384457230567932","0.8892330527305603"
"512","43","0.39","0.17","128","250","256","[64, 128, 1024, 512]","3.1e-05","0.5640667676925659","0.8576338291168213","0.16685207188129425","0.9260852336883545"
"64","9","0.4","0.33","64","250","32","[128, 256]","0.000156","0.5308501720428467","0.7486953139305115","0.140920490026474","0.865271806716919"
"64","3","0.06","0.34","32","250","128","[64, 512]","0.000244","0.5413143038749695","0.7473684549331665","0.14607535302639008","0.8645047545433044"
"64","10","0.46","0.33","512","250","64","[1024, 256]","0.0009809999999999999","0.5456792116165161","0.7510665655136108","0.15775077044963837","0.8666409850120544"
"32","2","0.13","0.43","32","250","64","[1024, 512]","0.000323","0.5227090120315552","0.7410393953323364","0.12932628393173218","0.8608364462852478"
"128","3","0.04","0.23","256","250","256","[1024, 64, 256, 128]","0.000335","0.5524356961250305","0.7847378849983215","0.09779740869998932","0.8858543038368225"
"64","2","0.05","0.44","32","250","128","[1024, 256, 128]","0.000669","0.5245151519775391","0.7540407776832581","0.13878661394119263","0.8683552145957947"
"64","6","0.44","0.01","512","250","32","[1024, 128, 512]","0.0006349999999999999","0.5338312387466431","0.754127562046051","0.12402734905481339","0.8684051632881165"
"32","2","0.04","0.1","64","250","64","[512, 256, 1024]","0.00040199999999999996","0.518914520740509","0.7410315275192261","0.13395339250564575","0.8608318567276001"
"512","7","0.38","0.17","32","250","64","[1024, 512, 64]","0.00098","0.5494606494903564","0.8601846694946289","0.1982119381427765","0.9274613857269287"
"32","2","0.43","0.4","64","250","64","[256, 1024]","0.00041099999999999996","0.5161680579185486","0.7383334636688232","0.1248597726225853","0.8592633008956909"
"128","2","0.28","0.29","256","250","256","[1024, 256]","0.000347","0.5545218586921692","0.777251124382019","0.15177910029888153","0.8816184401512146"
"64","3","0.05","0.14","128","250","256","[128, 512, 256, 64]","0.000908","0.5165230631828308","0.7520377039909363","0.1621037870645523","0.8672010898590088"
"32","20","0.47000000000000003","0.32","128","250","256","[128, 64, 1024, 512]","0.000317","0.6049953699111938","0.8193718194961548","0.13714392483234406","0.9051916003227234"
"32","4","0.36","0.31","64","250","512","[64, 256, 128, 512]","0.000904","0.5215349793434143","0.750275731086731","nan","0.8661845922470093"
"128","26","0.46","0.24","512","250","32","[256, 64, 128]","0.000156","0.5306283235549927","0.795309841632843","0.10890580713748932","0.8918014764785767"
"64","2","0.39","0.28","256","250","256","[256]","0.000557","0.5430319905281067","0.7474631667137146","0.1452687829732895","0.864559531211853"
"256","18","0.46","0.14","512","250","512","[128, 256, 512]","4.7e-05","0.5039984583854675","0.7183027863502502","0.18838153779506683","0.8475274443626404"
"256","49","0.46","0.03","64","250","32","[64, 512, 128, 256]","0.000904","0.522428572177887","0.7317976951599121","0.151123508810997","0.855451762676239"
"128","3","0.12","0.03","256","250","256","[128]","0.000517","0.5335877537727356","0.7751988768577576","0.15352655947208405","0.8804537653923035"
"32","4","0.14","0.01","32","250","128","[512, 128, 256, 1024]","0.000112","0.5315455198287964","0.7365767359733582","0.1294482946395874","0.8582404851913452"
"64","5","0.22","0.17","32","250","512","[256, 1024, 128]","0.00013","0.5337247252464294","0.7457562685012817","0.15575753152370453","0.86357182264328"
"32","1","0.07","0.4","256","250","64","[1024]","0.000435","0.5209670662879944","0.7345690727233887","0.14338497817516327","0.8570700287818909"
"64","11","0.49","0.15","128","250","256","[1024, 512, 64]","0.000763","0.5301699042320251","0.7510645985603333","0.13322456181049347","0.8666398525238037"
"512","10","0.31","0.36","32","250","32","[1024, 64, 512, 256]","0.000529","0.5571168661117554","0.8575597405433655","0.18108804523944855","0.9260452389717102"
"32","3","0.19","0.47000000000000003","256","250","64","[256, 1024, 64]","0.000538","0.5180105566978455","0.7451583743095398","0.12477224320173264","0.8632255792617798"
"64","2","0.19","0.39","512","250","512","[1024, 512, 64]","0.000663","0.5295372009277344","0.7514155507087708","0.14376994967460632","0.8668422698974609"
"512","4","0.28","0.32","256","250","128","[512, 1024]","0.0008309999999999999","0.5664126873016357","0.8496114015579224","0.22072891891002655","0.9217436909675598"
"256","4","0.43","0.48","128","250","512","[1024, 256]","0.000511","0.539310872554779","0.7113232612609863","0.19148951768875122","0.8433998227119446"
"512","12","0.38","0.23","512","250","32","[1024, 64, 128]","0.000297","0.5454883575439453","0.8666190505027771","0.18533985316753387","0.9309237599372864"
"64","25","0.22","0.21","32","250","32","[1024]","1.7e-05","0.5234057903289795","0.7518638968467712","0.13246694207191467","0.8671008348464966"
"64","3","0.05","0.49","256","250","32","[256, 128, 1024, 64]","0.000205","0.5295942425727844","0.7520619630813599","0.17004109919071198","0.8672150373458862"
"256","9","0.14","0.35000000000000003","32","250","32","[128, 1024, 512]","0.000149","0.5031103491783142","0.7274884581565857","0.1642242819070816","0.8529293537139893"
"128","19","0.43","0.17","256","250","32","[1024, 128]","0.0006039999999999999","0.5454299449920654","0.8076534867286682","0.11654764413833618","0.8986954092979431"
"256","4","0.2","0.47000000000000003","64","250","32","[256, 1024]","0.0007369999999999999","0.5320653915405273","0.7202762961387634","0.1502855271100998","0.848690927028656"
"512","2","0.47000000000000003","0.45","512","250","64","[64, 128, 256, 512]","0.000966","0.5754780769348145","0.8764989376068115","0.02673053741455078","0.9362152218818665"
"512","12","0.47000000000000003","0.02","256","250","256","[64, 1024, 128, 512]","0.00086","0.5704519748687744","0.8705431818962097","0.12243808060884476","0.933029055595398"
"256","7","0.38","0.05","256","250","32","[128, 64, 512]","0.0009809999999999999","0.5301522016525269","0.7252376675605774","0.12138114124536514","0.8516088724136353"
"128","17","0.18","0.01","64","250","32","[128, 1024, 512, 256]","0.0009509999999999999","0.5363902449607849","0.7739283442497253","0.1646248996257782","0.8797319531440735"
"256","4","0.16","0.44","128","250","32","[256, 512]","0.0005909999999999999","0.5312025547027588","0.7218296527862549","0.13422442972660065","0.8496055603027344"
"256","4","0.05","0.43","256","250","512","[128, 64, 256]","0.000336","0.5370429754257202","0.7187537550926208","0.15424774587154388","0.847793459892273"
"128","19","0.25","0.26","32","250","512","[256, 1024, 512]","0.0009419999999999999","0.5173723101615906","0.7942191362380981","0.10360177606344223","0.8911897540092468"
"256","6","0.21","0.38","32","250","64","[64]","0.000937","0.5347835421562195","0.7119004130363464","0.18183977901935577","0.8437418937683105"
"128","3","0.0","0.36","32","250","64","[1024, 128, 256]","0.000292","0.5512025952339172","0.7716641426086426","0.16922055184841156","0.8784441351890564"
"32","6","0.47000000000000003","0.3","128","250","128","[1024, 256, 512]","0.000388","0.5287824273109436","0.7441919445991516","0.1377115696668625","0.862665593624115"
"64","2","0.04","0.21","256","250","32","[64, 1024, 128, 512]","0.00034899999999999997","0.5295594930648804","0.7495768666267395","0.15245607495307922","0.8657810688018799"
"128","13","0.07","0.07","256","250","512","[256, 64, 512]","2.4999999999999998e-05","0.5415632128715515","0.7766890525817871","0.14325213432312012","0.881299614906311"
"512","10","0.42","0.23","256","250","32","[128]","0.000922","0.5518631935119629","0.8654224872589111","0.17284706234931946","0.930280864238739"
"256","10","0.21","0.15","32","250","32","[256]","0.000691","0.5284833312034607","0.7243286967277527","0.1431790590286255","0.8510750532150269"
"512","8","0.22","0.21","32","250","128","[64, 256]","0.0006","0.5599357485771179","0.8591098189353943","0.17653776705265045","0.9268817901611328"
"128","3","0.47000000000000003","0.06","32","250","64","[512]","0.000971","0.5481241345405579","0.7765220403671265","0.14894482493400574","0.8812049031257629"
"256","101","0.31","0.33","64","250","128","[1024, 512, 128, 64]","1.1e-05","0.5292331576347351","0.716106116771698","0.16387128829956055","0.8462305068969727"
"256","14","0.24","0.18","128","250","32","[128, 512, 1024]","0.000159","0.5295654535293579","0.7212843298912048","0.1504542976617813","0.8492845892906189"
"256","4","0.28","0.39","512","250","512","[512]","0.0006039999999999999","0.5374967455863953","0.7211980819702148","0.15373031795024872","0.8492338061332703"
"256","5","0.28","0.31","64","250","512","[128, 256, 512]","0.000758","0.5268251299858093","0.7206634879112244","0.13932394981384277","0.8489190340042114"
"32","2","0.26","0.45","64","250","32","[1024]","0.000415","0.5245096683502197","0.7365304827690125","0.13744167983531952","0.8582135438919067"
"128","13","0.03","0.27","256","250","512","[512, 128, 1024]","0.000892","0.5396111607551575","0.7879431843757629","0.13047562539577484","0.8876616358757019"
"256","4","0.44","0.48","512","250","64","[512]","0.000558","0.5377071499824524","0.7156824469566345","0.1619434505701065","0.845980167388916"
"256","23","0.47000000000000003","0.05","256","250","32","[1024, 64, 512, 256]","0.0007689999999999999","0.5075007081031799","0.7176540493965149","0.18111366033554077","0.8471446633338928"
"32","3","0.09","0.44","32","250","512","[1024, 256]","0.0009","0.5245877504348755","0.7466733455657959","0.1154412254691124","0.8641026020050049"
"128","11","0.05","0.32","512","250","64","[64]","0.000208","0.5415764451026917","0.7822442650794983","0.1444874256849289","0.8844457268714905"
"64","1","0.16","0.49","512","250","512","[128]","0.000806","0.5254319310188293","0.7464984059333801","0.1465747058391571","0.8640013933181763"
"64","3","0.14","0.01","32","250","256","[1024, 128, 512, 256]","0.000448","0.5343541502952576","0.7423025369644165","0.16867397725582123","0.8615698218345642"
"512","10","0.1","0.49","64","250","64","[1024, 256, 512]","0.000145","0.5506277084350586","0.8602327108383179","0.18357639014720917","0.927487313747406"
"256","30","0.45","0.04","64","250","128","[512, 128, 1024, 256]","0.00035099999999999997","0.5276942849159241","0.7243183255195618","0.16911576688289642","0.851068913936615"
"128","4","0.15","0.34","128","250","64","[128, 1024]","0.0008309999999999999","0.5576006174087524","0.7747971415519714","0.1660085767507553","0.8802255988121033"
"512","6","0.34","0.12","256","250","256","[512, 1024, 128]","0.00037999999999999997","0.5469342470169067","0.867891788482666","0.1932387799024582","0.9316071271896362"
"128","2","0.02","0.24","512","250","128","[128]","0.0009069999999999999","0.5226113200187683","0.779828667640686","0.15143752098083496","0.8830791115760803"
"512","16","0.36","0.28","64","250","256","[256, 1024, 64, 512]","0.000217","0.5611298084259033","0.8458602428436279","0.20564348995685577","0.9197065830230713"
"256","3","0.04","0.24","256","250","64","[512, 128, 64, 1024]","0.0005059999999999999","0.5520392060279846","0.7183725833892822","0.16444425284862518","0.8475686311721802"
"256","9","0.08","0.3","512","250","64","[512, 256]","0.000135","0.5452439188957214","0.7174184322357178","0.16816739737987518","0.8470055460929871"
"256","5","0.43","0.1","512","250","64","[1024, 512]","0.000641","0.5278961062431335","0.7165092825889587","0.155124232172966","0.8464686870574951"
"64","3","0.01","0.01","32","250","64","[128]","0.000354","0.5340368747711182","0.748378336429596","0.13581974804401398","0.8650886416435242"
"256","13","0.26","0.24","512","250","512","[128]","0.000718","0.5526326298713684","0.7363805770874023","0.1279991716146469","0.8581262230873108"
"64","2","0.15","0.13","512","250","512","[128, 256]","0.000263","0.5310113430023193","0.7427180409431458","0.16722533106803894","0.8618109226226807"
"64","5","0.1","0.48","128","250","256","[512, 64, 1024, 128]","0.000659","0.5304290652275085","0.7624309659004211","0.1396510899066925","0.8731729388237"
"64","45","0.25","0.31","32","250","256","[128, 256, 64]","9.999999999999999e-06","0.5250509977340698","0.750533401966095","0.1382318139076233","0.8663333058357239"
"128","8","0.46","0.46","32","250","32","[128, 64, 512]","0.000798","0.5271608233451843","0.7827390432357788","0.13613131642341614","0.8847253918647766"
"512","15","0.25","0.42","128","250","128","[1024, 512]","6.5e-05","0.5626776814460754","0.8583446741104126","0.16493460536003113","0.9264689087867737"
"128","2","0.34","0.26","512","250","256","[1024, 512]","0.00048699999999999997","0.528570294380188","0.7762066721916199","0.15330617129802704","0.8810259103775024"
"128","4","0.02","0.01","128","250","64","[256, 512, 64, 1024]","0.00035299999999999996","0.5551666617393494","0.7800130248069763","0.168115496635437","0.883183479309082"
"512","7","0.41000000000000003","0.3","512","250","256","[512, 64]","0.00075","0.5545989871025085","0.8531832695007324","0.23931297659873962","0.9236791729927063"
"32","12","0.1","0.03","128","250","64","[256, 512, 64, 1024]","2.1e-05","0.5340514183044434","0.7285500168800354","0.15155163407325745","0.8535513877868652"
"32","5","0.21","0.07","512","250","32","[128, 1024, 512]","0.000122","0.534718930721283","0.7357027530670166","0.1613302379846573","0.8577311635017395"
"256","12","0.27","0.01","512","250","32","[64]","0.000864","0.5348913073539734","0.7271501421928406","0.11049715429544449","0.8527309894561768"
