"batch_size","best_epoch","dropout","epochs","layers","learning_rate","val_mae","val_mean_squared_error","val_pearsonr","val_rmse"
"512","16","0.26","250","[64]","0.000864","0.512247622013092","0.7365455031394958","0.1393185257911682","0.8582223057746887"
"128","30","0.05","250","[1024, 128, 64, 512]","1.4999999999999999e-05","0.5297372937202454","0.7289259433746338","0.15774720907211304","0.8537716269493103"
"256","9","0.31","250","[128]","0.000571","0.5370403528213501","0.731669008731842","0.14327606558799744","0.8553765416145325"
"32","4","0.08","250","[64, 256]","0.000808","0.5180580019950867","0.7398058176040649","0.09238843619823456","0.860119640827179"
"256","225","0.15","250","[64]","1.3e-05","0.5255784392356873","0.7351568341255188","0.12426477670669556","0.8574128746986389"
"128","14","0.45","250","[64, 128, 256, 512]","0.00021999999999999998","0.5321825742721558","0.7309936881065369","0.142266184091568","0.8549816608428955"
"64","7","0.15","250","[64]","0.000574","0.5394869446754456","0.7339265942573547","0.13573502004146576","0.8566951751708984"
"128","4","0.29","250","[64, 512, 1024, 256]","0.000768","0.5174956321716309","0.7442141771316528","0.1151275783777237","0.8626784682273865"
"64","4","0.39","250","[64, 256, 512, 1024]","0.000812","0.5082321763038635","0.7345548868179321","0.1514844298362732","0.8570618033409119"
"32","7","0.21","250","[64, 256, 512]","0.000126","0.5416867733001709","0.7291350960731506","0.1338728815317154","0.853894054889679"
"512","13","0.18","250","[256, 512, 64, 1024]","0.000154","0.5371517539024353","0.7279806137084961","0.1635856032371521","0.8532177805900574"
"128","22","0.33","250","[64]","0.000269","0.5254437923431396","0.7328105568885803","0.1468346267938614","0.8560435771942139"
"512","15","0.44","250","[64]","0.000828","0.5261944532394409","0.7320189476013184","0.14196017384529114","0.8555810451507568"
"512","13","0.05","250","[1024, 128, 512]","7.9e-05","0.5317315459251404","0.7287731766700745","0.15340439975261688","0.8536821007728577"
"512","8","0.3","250","[128, 256]","0.000536","0.5146085619926453","0.7266433835029602","0.1659291684627533","0.8524338006973267"
"512","7","0.06","250","[512]","0.00087","0.5408863425254822","0.7284699082374573","0.15867239236831665","0.853504478931427"
"512","9","0.13","250","[256, 64]","0.0008669999999999999","0.536256730556488","0.724937915802002","0.1706101894378662","0.8514328598976135"
"64","21","0.47000000000000003","250","[128]","0.000137","0.5290859937667847","0.7287759184837341","0.15450547635555267","0.8536837100982666"
"128","6","0.25","250","[128, 1024, 512]","0.000234","0.5170989632606506","0.7279776930809021","0.16814911365509033","0.8532161116600037"
"128","5","0.41000000000000003","250","[1024, 256, 512]","0.000634","0.5032081007957458","0.7301784157752991","0.18515121936798096","0.8545047640800476"
"256","16","0.0","250","[128, 256]","0.00018099999999999998","0.5172975063323975","0.7264832854270935","0.1661810278892517","0.8523398637771606"
"64","4","0.36","250","[1024, 128, 512]","0.00024599999999999996","0.513547956943512","0.7291008830070496","0.1601833701133728","0.8538740277290344"
"32","38","0.3","250","[1024]","1.7e-05","0.5301263928413391","0.7233611345291138","0.173561692237854","0.8505064249038696"
"64","2","0.36","250","[256]","0.000761","0.5087588429450989","0.7318130731582642","0.14637474715709686","0.8554607629776001"
"64","2","0.45","250","[1024, 512]","0.000138","0.5239981412887573","0.7292057871818542","0.15177181363105774","0.8539354801177979"
"32","5","0.08","250","[256, 512, 64, 128]","0.0009689999999999999","0.5140175819396973","0.7390611171722412","0.1579735279083252","0.8596866130828857"
"32","4","0.13","250","[256, 512]","0.00022899999999999998","0.5210776925086975","0.7295413613319397","0.1468570977449417","0.8541319370269775"
"64","11","0.34","250","[128, 256, 1024, 64]","0.00015999999999999999","0.5379627346992493","0.7274433970451355","0.1573762446641922","0.8529029488563538"
"256","5","0.24","250","[128, 512, 256, 1024]","0.00081","0.5083449482917786","0.7221823930740356","0.19136391580104828","0.8498131632804871"
"512","7","0.48","250","[256, 512]","0.0009649999999999999","0.5571084022521973","0.7360818386077881","0.151469886302948","0.8579521179199219"
"512","9","0.23","250","[512, 1024, 256, 64]","9.6e-05","0.5190337896347046","0.7250023484230042","0.17548024654388428","0.8514707088470459"
"128","8","0.48","250","[512, 256, 64]","0.000905","0.5224364995956421","0.7268986701965332","0.1781061887741089","0.8525835275650024"
"32","6","0.41000000000000003","250","[64, 256]","0.0005989999999999999","0.5209445357322693","0.7310916781425476","0.14623786509037018","0.8550390005111694"
"512","14","0.28","250","[128, 64]","0.0005149999999999999","0.5334903001785278","0.7278836965560913","0.15835605561733246","0.8531609773635864"
"128","7","0.22","250","[256, 128]","0.000396","0.5272263884544373","0.7280287146568298","0.16760626435279846","0.8532459735870361"
"32","4","0.09","250","[1024, 128]","0.000332","0.518046498298645","0.729614794254303","0.14441530406475067","0.8541749119758606"
"64","3","0.36","250","[1024, 128, 512]","0.000753","0.5354161858558655","0.7317454218864441","0.14786791801452637","0.8554211854934692"
"32","14","0.2","250","[256, 512]","3.9999999999999996e-05","0.5352434515953064","0.7245061993598938","0.16816334426403046","0.851179301738739"
"128","4","0.31","250","[512, 128]","0.000509","0.5138605237007141","0.7297129034996033","0.16766129434108734","0.8542323708534241"
"64","4","0.33","250","[64, 256, 128]","0.000588","0.5150986909866333","0.7305129766464233","0.14859232306480408","0.85470050573349"
"64","9","0.41000000000000003","250","[128]","0.000297","0.5403968095779419","0.7321954369544983","0.1436629444360733","0.855684220790863"
"64","11","0.3","250","[512, 128, 64]","0.000215","0.5299635529518127","0.7206893563270569","0.1821940690279007","0.8489342331886292"
"256","4","0.09","250","[256, 64, 512]","0.000772","0.5174788236618042","0.7297446131706238","0.15765702724456787","0.8542509078979492"
"32","6","0.4","250","[64]","0.000574","0.5158412456512451","0.7282824516296387","0.15335112810134888","0.8533946871757507"
"512","29","0.14","250","[128, 64]","0.000173","0.5280791521072388","0.7278866171836853","0.15702831745147705","0.8531627058982849"
"256","6","0.33","250","[128, 256, 1024, 64]","0.000685","0.5093344449996948","0.7349580526351929","0.1352936327457428","0.8572969436645508"
"32","6","0.24","250","[64, 512]","0.000338","0.5210620164871216","0.7319912910461426","0.14194850623607635","0.8555648922920227"
"64","4","0.06","250","[128, 64]","0.0008939999999999999","0.5120980143547058","0.7303246855735779","0.1586579829454422","0.8545903563499451"
"32","7","0.33","250","[64]","0.000703","0.5364519357681274","0.7371500134468079","0.1237596794962883","0.858574390411377"
"64","11","0.44","250","[512, 256, 64]","0.00034899999999999997","0.5359510183334351","0.7278357148170471","0.15918922424316406","0.8531329035758972"
"32","27","0.38","250","[128, 256, 512, 64]","3.9999999999999996e-05","0.5239930748939514","0.7256027460098267","0.14941811561584473","0.8518232107162476"
"32","7","0.03","250","[256]","0.00020899999999999998","0.5433506369590759","0.7285217046737671","0.1479007452726364","0.8535348176956177"
"512","8","0.03","250","[64, 256, 128]","0.00041099999999999996","0.5168637633323669","0.7331560850143433","0.14060410857200623","0.8562453389167786"
"32","4","0.05","250","[256, 64, 512]","0.000589","0.5316088795661926","0.7336395382881165","0.13613858819007874","0.8565276265144348"
"512","40","0.22","250","[1024, 256, 512, 128]","2.9999999999999997e-05","0.5227185487747192","0.7225928902626038","0.1797035187482834","0.8500546216964722"
"128","4","0.11","250","[64, 1024, 512, 256]","0.000421","0.5302352905273438","0.7402171492576599","0.10536349564790726","0.860358715057373"
"256","7","0.35000000000000003","250","[64]","0.000944","0.5502101182937622","0.7343754172325134","0.1464194804430008","0.8569570779800415"
"128","17","0.38","250","[64, 1024, 128]","0.00013099999999999999","0.5179296135902405","0.7297556400299072","0.1597176492214203","0.854257345199585"
"256","7","0.31","250","[128]","0.0007599999999999999","0.5608425736427307","0.7361657619476318","0.15018178522586823","0.8580010533332825"
"64","27","0.01","250","[256, 64]","5.8e-05","0.5287511348724365","0.7233294248580933","0.17642119526863098","0.8504877686500549"
"32","10","0.35000000000000003","250","[512, 64, 1024, 128]","0.000408","0.5020521283149719","0.7304328083992004","0.17724259197711945","0.8546535968780518"
"128","2","0.22","250","[1024]","0.000268","0.5434716939926147","0.7280843257904053","0.17986297607421875","0.8532785773277283"
"512","23","0.44","250","[256, 64, 512]","0.000234","0.5142279863357544","0.7278680205345154","0.17013844847679138","0.853151798248291"
"32","4","0.42","250","[256, 1024, 128]","0.0006569999999999999","0.516592264175415","0.7331968545913696","0.1264379620552063","0.856269121170044"
"512","14","0.2","250","[128, 512, 64, 256]","0.00041999999999999996","0.5313024520874023","0.7267389893531799","0.17537090182304382","0.8524898886680603"
"32","4","0.26","250","[1024, 512]","0.000414","0.5309789776802063","0.7357942461967468","0.12142663449048996","0.8577845096588135"
"512","23","0.24","250","[128, 256]","0.00022099999999999998","0.5247786641120911","0.7260150909423828","0.16353893280029297","0.8520652055740356"
"32","7","0.08","250","[512]","0.00013","0.5466158986091614","0.7304072380065918","0.13937366008758545","0.8546386361122131"
"256","7","0.31","250","[128, 256]","0.0008269999999999999","0.5391333103179932","0.7258499264717102","0.16880911588668823","0.8519682884216309"
"128","7","0.25","250","[64]","0.0008399999999999999","0.5396758913993835","0.7327134013175964","0.14913059771060944","0.8559867739677429"
"256","6","0.16","250","[1024, 256, 64]","0.000808","0.5113577246665955","0.7300471663475037","0.15715014934539795","0.8544279932975769"
"32","15","0.33","250","[128, 64]","0.000146","0.5249339938163757","0.7254383563995361","0.15587042272090912","0.8517267107963562"
"32","9","0.43","250","[256, 128, 512]","0.0008759999999999999","0.509503185749054","0.7310388088226318","0.1641714870929718","0.855008065700531"
"64","4","0.35000000000000003","250","[512]","0.000336","0.5066098570823669","0.7370429635047913","0.14471396803855896","0.8585120439529419"
"512","7","0.0","250","[256, 128, 64]","0.000637","0.5630043148994446","0.7360791563987732","0.1588245928287506","0.8579505681991577"
"64","4","0.23","250","[512, 1024, 64]","0.000347","0.5143759846687317","0.7277562618255615","0.16325786709785461","0.8530862927436829"
"32","10","0.26","250","[128, 64, 1024]","0.000121","0.5190189480781555","0.721390426158905","0.16762016713619232","0.8493470549583435"
"256","7","0.47000000000000003","250","[1024, 512]","0.000244","0.5478876829147339","0.7299160361289978","0.16343991458415985","0.8543512225151062"
"512","14","0.46","250","[256, 1024, 64, 128]","0.0006969999999999999","0.5188145637512207","0.7293881773948669","0.1657046377658844","0.8540422320365906"
"256","22","0.33","250","[512, 64, 128, 1024]","8.4e-05","0.5139618515968323","0.727257490158081","0.16896994411945343","0.8527939319610596"
"64","15","0.47000000000000003","250","[256, 64, 128]","0.000208","0.5297131538391113","0.7258867025375366","0.16542856395244598","0.8519898653030396"
"128","8","0.07","250","[64, 128]","0.000486","0.543602466583252","0.729534387588501","0.15843529999256134","0.854127824306488"
"64","4","0.41000000000000003","250","[64, 1024, 256, 128]","0.0009069999999999999","0.5150572657585144","0.7377564907073975","0.1282096803188324","0.8589275479316711"
"32","4","0.28","250","[1024, 128, 512]","0.000453","0.5101401805877686","0.7317131757736206","0.1588871330022812","0.8554023504257202"
"64","11","0.41000000000000003","250","[1024, 64, 128]","0.00058","0.517168402671814","0.7326955795288086","0.15573453903198242","0.855976402759552"
"64","5","0.4","250","[128, 256, 512]","0.000776","0.5041250586509705","0.7348184585571289","0.1624474674463272","0.8572155237197876"
"32","12","0.45","250","[128, 1024, 64, 256]","0.000801","0.5125783681869507","0.7325075268745422","0.1753552407026291","0.855866551399231"
"512","6","0.14","250","[256, 64, 512, 1024]","0.000678","0.5157856941223145","0.7284895181655884","0.16420520842075348","0.8535159826278687"
"32","4","0.22","250","[1024, 128]","0.000475","0.5183871388435364","0.7310360670089722","0.13504254817962646","0.8550064563751221"
"128","5","0.2","250","[128, 512, 64, 256]","0.000881","0.5176883339881897","0.7306550145149231","0.1553472876548767","0.8547835946083069"
"32","4","0.22","250","[256, 1024, 512, 64]","0.000932","0.5485865473747253","0.7380873560905457","0.12960924208164215","0.8591201305389404"
"32","14","0.31","250","[512, 256, 1024]","0.000985","0.5027964115142822","0.739629328250885","0.16886326670646667","0.8600170612335205"
"64","4","0.28","250","[128, 1024, 64, 256]","0.000435","0.5117308497428894","0.7302300930023193","0.15967093408107758","0.8545350432395935"
"32","4","0.48","250","[128]","0.000505","0.518639087677002","0.7302005887031555","0.14553315937519073","0.8545177578926086"
"512","7","0.34","250","[1024, 512]","0.000521","0.5640097856521606","0.7365754246711731","0.1543719619512558","0.8582397103309631"
"256","4","0.11","250","[64, 512, 256]","0.0007289999999999999","0.4990353286266327","0.7495817542076111","0.1262664496898651","0.8657838702201843"
"256","6","0.32","250","[512, 128, 1024, 64]","0.000714","0.521511435508728","0.7269026637077332","0.17210321128368378","0.8525858521461487"
"32","4","0.33","250","[64, 512]","0.000616","0.5157143473625183","0.7411866188049316","0.10595811903476715","0.8609219789505005"
"64","22","0.07","250","[1024]","3.5e-05","0.5275065302848816","0.723588228225708","0.17132946848869324","0.8506398797035217"
"64","9","0.42","250","[1024, 256, 64, 512]","0.000614","0.5319181084632874","0.7297813296318054","0.16344323754310608","0.8542724251747131"
"512","7","0.24","250","[128, 256, 512]","0.0006659999999999999","0.5495201945304871","0.7340291738510132","0.14604975283145905","0.8567550182342529"
"64","4","0.23","250","[64, 256, 1024, 128]","0.00085","0.5189502239227295","0.7300426363945007","0.1357763558626175","0.854425311088562"
"32","9","0.44","250","[1024, 512, 256, 128]","0.00047799999999999996","0.5303202867507935","0.7297982573509216","0.16715262830257416","0.8542823195457458"
"32","4","0.35000000000000003","250","[256, 64, 512]","0.0006529999999999999","0.5130131840705872","0.7335009574890137","0.1259324550628662","0.8564466834068298"
"32","4","0.01","250","[128, 256, 64]","0.000558","0.5232541561126709","0.7261853814125061","0.14174658060073853","0.8521651029586792"
"256","6","0.32","250","[1024, 128]","0.000512","0.5084120035171509","0.7302839159965515","0.16483855247497559","0.8545665144920349"
"256","9","0.14","250","[128, 64]","0.000623","0.5443646311759949","0.7334743738174438","0.14277130365371704","0.8564311861991882"
"64","4","0.03","250","[256]","0.00047599999999999997","0.5051499009132385","0.7341096997261047","0.15615665912628174","0.8568020462989807"
"512","8","0.3","250","[128]","0.0009069999999999999","0.5148186087608337","0.7318142056465149","0.14883209764957428","0.8554614186286926"
"256","9","0.4","250","[128]","0.0005189999999999999","0.5372545123100281","0.7315688729286194","0.14325951039791107","0.855318009853363"
"32","6","0.27","250","[128, 256]","0.0009069999999999999","0.5664203763008118","0.7565942406654358","0.07141774892807007","0.869824230670929"
"64","2","0.33","250","[1024]","0.000646","0.5201998949050903","0.7267253994941711","0.15819184482097626","0.8524819016456604"
"32","4","0.2","250","[128, 64]","0.000709","0.519771158695221","0.7308294177055359","0.13165181875228882","0.8548856377601624"
"128","3","0.18","250","[512, 1024]","0.000775","0.5532680749893188","0.7262685894966125","0.19029740989208221","0.8522139191627502"
"128","11","0.31","250","[256, 64, 128]","0.000272","0.5114775896072388","0.7283380627632141","0.1775164008140564","0.8534272313117981"
"128","6","0.02","250","[64]","0.0007239999999999999","0.5141562223434448","0.7340387105941772","0.14532604813575745","0.856760561466217"
"512","7","0.27","250","[512, 256]","0.000993","0.5678438544273376","0.7375128269195557","0.15810590982437134","0.8587856888771057"
"512","8","0.0","250","[128, 64]","0.00057","0.5162377953529358","0.7278010249137878","0.16384382545948029","0.8531125783920288"
"64","4","0.1","250","[128, 1024, 512]","0.00017999999999999998","0.5072433352470398","0.7286787629127502","0.169051393866539","0.8536268472671509"
"64","4","0.01","250","[64, 256, 1024, 512]","0.0009239999999999999","0.5223782062530518","0.7354515790939331","0.12833136320114136","0.8575847148895264"
"32","7","0.49","250","[256]","0.000165","0.5459377765655518","0.7282178401947021","0.15184031426906586","0.8533567786216736"
"32","7","0.01","250","[128]","0.000244","0.5472166538238525","0.731810450553894","0.14447201788425446","0.8554592132568359"
"128","2","0.11","250","[512]","0.000594","0.5379202365875244","0.7292268872261047","0.1580493152141571","0.8539478182792664"
"32","7","0.36","250","[512, 256, 128]","0.00010899999999999999","0.5416228175163269","0.728644609451294","0.14219138026237488","0.8536068201065063"
"128","4","0.31","250","[128, 1024, 256]","0.000483","0.5292719006538391","0.7278841137886047","0.16031789779663086","0.8531612753868103"
"128","12","0.45","250","[128]","0.000426","0.5150582194328308","0.7313427329063416","0.16177162528038025","0.8551858067512512"
"512","7","0.46","250","[512]","0.000727","0.5342147350311279","0.7264603972434998","0.16428117454051971","0.8523264527320862"
"256","7","0.42","250","[256, 64, 512, 1024]","0.000877","0.5376794338226318","0.7263672947883606","0.1725126951932907","0.8522718548774719"
"256","7","0.21","250","[512, 128]","0.000195","0.5338143706321716","0.7253015637397766","0.17603714764118195","0.851646363735199"
"256","6","0.04","250","[512, 128, 1024]","0.00023099999999999998","0.5142645239830017","0.7261508703231812","0.17269806563854218","0.8521448373794556"
"512","6","0.07","250","[1024, 128, 512]","0.000919","0.5072038173675537","0.7324366569519043","0.15605252981185913","0.8558251261711121"
"128","4","0.4","250","[128]","0.000928","0.5178802013397217","0.7314715385437012","0.15385498106479645","0.8552610874176025"
"32","6","0.34","250","[256, 64]","0.0007469999999999999","0.5168652534484863","0.7288939952850342","0.16860651969909668","0.8537529110908508"
"64","31","0.18","250","[64, 512]","6.1e-05","0.5313263535499573","0.7286544442176819","0.1461605727672577","0.8536126017570496"
"32","9","0.3","250","[128, 64, 512, 1024]","0.000455","0.5477219223976135","0.7366101741790771","0.16209135949611664","0.8582599759101868"
"32","4","0.34","250","[1024, 128]","0.000611","0.5127687454223633","0.7292006015777588","0.15040098130702972","0.8539324402809143"
"128","4","0.0","250","[1024, 256, 64]","0.000687","0.5176581740379333","0.7286396026611328","0.16792866587638855","0.8536038994789124"
"512","7","0.15","250","[64, 1024, 128]","0.00085","0.5825307369232178","0.7518598437309265","0.13403849303722382","0.8670985102653503"
"256","4","0.38","250","[512]","0.000998","0.5266416072845459","0.7278908491134644","0.15818989276885986","0.8531652092933655"
"64","9","0.37","250","[128, 512, 1024]","0.000244","0.5198789238929749","0.7306147813796997","0.16785940527915955","0.8547600507736206"
"512","8","0.41000000000000003","250","[512, 128]","0.000328","0.5111790299415588","0.7279013395309448","0.17068850994110107","0.8531713485717773"
"128","4","0.06","250","[1024, 128, 512]","0.000908","0.5160385966300964","0.7306361198425293","0.16341131925582886","0.8547725677490234"
"128","3","0.04","250","[128, 512, 256]","0.000691","0.5545362830162048","0.7266419529914856","0.18618053197860718","0.8524329662322998"
"256","22","0.42","250","[1024, 256]","5.3e-05","0.519306480884552","0.7262340188026428","0.1673477590084076","0.8521936535835266"
"32","9","0.22","250","[1024, 64, 256]","0.00017099999999999998","0.5268582701683044","0.7271179556846619","0.1555267721414566","0.852712094783783"
"32","4","0.32","250","[512, 256]","0.000365","0.5141123533248901","0.7295016646385193","0.1466958373785019","0.8541086912155151"
"32","4","0.29","250","[256]","0.00033","0.5242005586624146","0.7273732423782349","0.15105336904525757","0.8528618216514587"
"128","4","0.34","250","[512, 1024, 256]","0.000202","0.5128175616264343","0.725798487663269","0.18227575719356537","0.8519380688667297"
"128","11","0.3","250","[1024, 64, 512, 256]","0.00018099999999999998","0.536339521408081","0.7312143445014954","0.16367106139659882","0.8551107048988342"
"256","5","0.02","250","[128, 256, 512, 1024]","0.000401","0.547607421875","0.7442770600318909","0.1369410753250122","0.862714946269989"
"64","8","0.38","250","[512, 1024, 64]","0.0009299999999999999","0.5303145051002502","0.7274254560470581","0.16329438984394073","0.8528923988342285"
"128","6","0.19","250","[64, 256, 512, 128]","0.000636","0.5281342267990112","0.7475146651268005","0.08436065167188644","0.8645893335342407"
"32","21","0.17","250","[256, 64, 512]","4.4e-05","0.5421082973480225","0.7249497175216675","0.1712123155593872","0.8514397740364075"
"32","4","0.01","250","[1024]","0.000357","0.5529488921165466","0.7336114645004272","0.13819772005081177","0.8565112352371216"
"128","7","0.19","250","[64, 256, 128]","0.000408","0.5391519069671631","0.7325506210327148","0.1457134485244751","0.8558917045593262"
"128","2","0.33","250","[1024]","0.000428","0.5318859815597534","0.7267817854881287","0.17370213568210602","0.8525149822235107"
"64","7","0.34","250","[64, 512]","0.00040899999999999997","0.5417048931121826","0.7369311451911926","0.12224812060594559","0.8584469556808472"
"64","4","0.19","250","[128]","0.0007329999999999999","0.5067000389099121","0.7374894618988037","0.14605213701725006","0.8587720394134521"
"256","6","0.03","250","[1024, 64, 128, 512]","0.000881","0.5459780097007751","0.7427085041999817","0.10597465932369232","0.8618053793907166"
"256","7","0.3","250","[1024, 128, 64, 512]","0.000743","0.516465961933136","0.7326712608337402","0.1487599015235901","0.8559621572494507"
"256","7","0.48","250","[256, 1024]","0.00033099999999999997","0.5535995960235596","0.7301496863365173","0.17100733518600464","0.854487955570221"
"256","7","0.12","250","[512]","0.000258","0.5420840978622437","0.7278951406478882","0.16508519649505615","0.853167712688446"
"128","4","0.31","250","[256]","0.000986","0.5091042518615723","0.7329978346824646","0.16074737906455994","0.8561529517173767"
"256","4","0.45","250","[512]","0.000995","0.5250643491744995","0.7272188663482666","0.16146479547023773","0.8527712821960449"
"512","23","0.22","250","[64]","0.00046699999999999997","0.5286871194839478","0.7327395081520081","0.1380690485239029","0.8560020327568054"
"128","4","0.23","250","[1024, 128]","0.000365","0.5111277103424072","0.7330725193023682","0.1626741737127304","0.8561965227127075"
"128","4","0.18","250","[64, 128, 512, 1024]","0.000748","0.5161364078521729","0.7318357229232788","0.14506740868091583","0.8554739952087402"
"128","4","0.31","250","[128, 256]","0.000819","0.5194656252861023","0.7249102592468262","0.17392900586128235","0.8514166474342346"
"512","16","0.14","250","[64, 512]","0.000256","0.5215672850608826","0.7302947044372559","0.14634281396865845","0.8545728325843811"
"128","17","0.35000000000000003","250","[512, 128]","9.099999999999999e-05","0.5191690325737","0.7246933579444885","0.1829679012298584","0.8512892127037048"
"64","4","0.48","250","[512, 1024, 256]","0.00031999999999999997","0.516177773475647","0.7304092049598694","0.1525285542011261","0.8546398282051086"
"128","9","0.35000000000000003","250","[128, 256]","0.0005819999999999999","0.5435714721679688","0.7387803792953491","0.14504499733448029","0.859523355960846"
"256","22","0.46","250","[128, 64]","0.00035999999999999997","0.5152039527893066","0.7253597974777222","0.17463332414627075","0.8516805768013"
"128","17","0.34","250","[128, 512]","0.000125","0.5167567729949951","0.7246991991996765","0.17392133176326752","0.8512926697731018"
"32","6","0.19","250","[512, 64]","0.000913","0.5178875923156738","0.733609676361084","0.15263427793979645","0.8565101623535156"
"128","5","0.3","250","[128, 256, 1024, 64]","0.00071","0.5275416970252991","0.7310187220573425","0.16147886216640472","0.8549963235855103"
"128","8","0.28","250","[1024, 64, 128]","0.000421","0.536603569984436","0.7301584482192993","0.16773223876953125","0.8544930815696716"
"256","7","0.32","250","[512, 64, 1024]","0.000534","0.5553390383720398","0.7329798340797424","0.16201889514923096","0.8561424016952515"
"256","22","0.18","250","[256]","0.000165","0.5231541395187378","0.7248238921165466","0.16946043074131012","0.8513659238815308"
"128","7","0.01","250","[64, 256]","0.000394","0.541304349899292","0.7300066947937012","0.15115009248256683","0.8544042706489563"
"256","4","0.05","250","[512, 1024, 64, 256]","0.00033","0.49861761927604675","0.7375056147575378","0.17111153900623322","0.8587814569473267"
"256","7","0.31","250","[256]","0.00036399999999999996","0.543270468711853","0.7260666489601135","0.1737753003835678","0.8520954251289368"
"128","4","0.0","250","[64, 1024, 128, 512]","0.000695","0.5249794125556946","0.7440344095230103","0.11702726781368256","0.8625742793083191"
"64","4","0.14","250","[128, 256, 512]","0.0009149999999999999","0.516682505607605","0.7241483330726624","0.17621897161006927","0.8509690761566162"
"64","4","0.33","250","[64, 128, 1024, 512]","0.000731","0.5147836804389954","0.7374634742736816","0.11940616369247437","0.858756959438324"
"128","9","0.22","250","[64, 256]","0.000638","0.5343860983848572","0.73317551612854","0.13571757078170776","0.8562566637992859"
"128","17","0.3","250","[128, 256]","0.00020899999999999998","0.5370522737503052","0.7266185283660889","0.17079304158687592","0.8524191975593567"
"32","4","0.15","250","[512, 128, 1024]","0.000744","0.5271072387695312","0.7294929623603821","0.1324947029352188","0.8541036248207092"
"128","4","0.39","250","[64, 512]","0.000846","0.5171653628349304","0.7350606322288513","0.1296362280845642","0.8573567867279053"
"512","7","0.06","250","[1024, 512]","0.0009199999999999999","0.5649049282073975","0.7394585013389587","0.14546439051628113","0.8599177002906799"
"256","8","0.46","250","[512, 64]","0.0007549999999999999","0.5113480091094971","0.7276326417922974","0.1799079030752182","0.8530138731002808"
"256","10","0.49","250","[512, 64, 128, 256]","0.000946","0.5185720920562744","0.7323644757270813","0.1677696853876114","0.8557829856872559"
"128","6","0.17","250","[64]","0.00067","0.5120513439178467","0.733641505241394","0.14952713251113892","0.8565287590026855"
"256","14","0.47000000000000003","250","[512]","0.00018899999999999999","0.5259942412376404","0.7273954749107361","0.16057048738002777","0.8528748154640198"
"128","8","0.33","250","[256, 64, 128, 1024]","0.000453","0.5277528166770935","0.7290846705436707","0.16503891348838806","0.8538645505905151"
"256","4","0.12","250","[1024, 64, 512, 256]","0.00061","0.5001046061515808","0.7338301539421082","0.18641133606433868","0.8566388487815857"
"128","4","0.23","250","[1024, 512, 64]","0.000327","0.5159002542495728","0.730322003364563","0.16417168080806732","0.8545888066291809"
"64","11","0.49","250","[1024, 256]","7.9e-05","0.5319396257400513","0.7259235382080078","0.15627877414226532","0.8520114421844482"
"256","4","0.15","250","[1024, 128, 512]","0.000776","0.5010883212089539","0.7346562743186951","0.17876377701759338","0.857120931148529"
"256","9","0.02","250","[64, 512, 128]","0.000251","0.5371260643005371","0.7316985726356506","0.1448785662651062","0.8553938269615173"
"64","7","0.16","250","[64]","0.000593","0.5420688986778259","0.7338733077049255","0.13573317229747772","0.8566640615463257"
"32","4","0.35000000000000003","250","[512, 256, 1024]","0.000692","0.5148206949234009","0.7268825173377991","0.162458598613739","0.8525740504264832"
"64","4","0.12","250","[512, 256, 1024]","0.00040699999999999997","0.5325196981430054","0.7341936826705933","0.14603589475154877","0.8568510413169861"
"32","4","0.09","250","[1024, 256]","0.000538","0.5281468629837036","0.7301867008209229","0.13182534277439117","0.8545096516609192"
"64","22","0.33","250","[64]","0.00015999999999999999","0.5304216742515564","0.7330924272537231","0.1364319920539856","0.8562081456184387"
"512","6","0.13","250","[64, 128, 512]","0.000789","0.5270196795463562","0.7343003153800964","0.1341005116701126","0.8569132685661316"
"64","9","0.35000000000000003","250","[256, 1024, 128, 64]","0.000237","0.5444270968437195","0.7370468378067017","0.14723917841911316","0.8585143089294434"
"128","4","0.28","250","[1024, 64]","0.000178","0.5001333951950073","0.7343735098838806","0.17590396106243134","0.8569559454917908"
"512","7","0.04","250","[128, 256, 512, 64]","0.000578","0.5508728623390198","0.7385346293449402","0.1511187106370926","0.8593803644180298"
"128","2","0.24","250","[1024]","0.000543","0.5284456610679626","0.7268034219741821","0.17146024107933044","0.8525276780128479"
"64","4","0.05","250","[512, 128, 1024, 64]","0.000563","0.5296520590782166","0.7342590093612671","0.1471329927444458","0.8568891286849976"
"256","7","0.45","250","[1024, 256, 512]","0.000624","0.5544808506965637","0.729069709777832","0.1795399785041809","0.8538557887077332"
"32","4","0.24","250","[1024, 256]","0.00013099999999999999","0.510696291923523","0.7320482730865479","0.1386321634054184","0.8555982112884521"
"256","28","0.3","250","[512, 256, 64, 1024]","5.4e-05","0.5246231555938721","0.7191293835639954","0.1896204799413681","0.8480149507522583"
"128","102","0.46","250","[512]","1.3e-05","0.5206522941589355","0.7274697422981262","0.16144195199012756","0.8529183864593506"
"512","8","0.42","250","[512]","0.000432","0.516015887260437","0.729931652545929","0.15619051456451416","0.8543604016304016"
"64","14","0.32","250","[64]","0.00023799999999999998","0.5456398129463196","0.7333530187606812","0.14354266226291656","0.8563603162765503"
"32","5","0.24","250","[512, 1024, 256, 64]","0.0009249999999999999","0.5163333415985107","0.7317419052124023","0.1676262617111206","0.8554191589355469"
"128","8","0.46","250","[1024, 512, 256]","0.000204","0.5424870848655701","0.7266924977302551","0.1819884181022644","0.8524625897407532"
